Tweet Text,Clean Tweet Text,Label,Tweet ID,Type,Author Name,Author Username,Creation Time,Reply Count,Retweet Count,Quote Count,Like Count,View Count,Bookmark Count,Language,Possibly Sensitive,Source,Hashtags,Tweet URL,Media Type,Media URLs,External URLs
I bet @realDonaldTrump will visit some of the towns devastated by #HurricaneHelene before Biden does. That's to say if Biden even goes.,i bet realdonaldtrump will visit some of the towns devastated by hurricanehelene before biden does thats to say if biden even goes,0,1840091929255825604,Tweet,Fash,gopfashionista,"9/28/2024, 11:11:17 AM",0,0,0,1,115,0,en,No,hashtag,#HurricaneHelene,https://x.com/gopfashionista/status/1840091929255825604,,,
"You know what’s crazy. We’re bout to see all these Republican Governors that have shitted on federal funding, or the government having a say in state laws beg for FEMA relief money and act like they’re still some standalone entity. #HurricaneHelene",you know what’s crazy we’re bout to see all these republican governors that have shitted on federal funding or the government having a say in state laws beg for fema relief money and act like they’re still some standalone entity hurricanehelene,0,1840074698794643936,Tweet,The Wholesome Bachelor 😇,TheGoodSin,"9/28/2024, 10:02:49 AM",0,0,0,4,169,0,en,No,hashtag,#HurricaneHelene,https://x.com/TheGoodSin/status/1840074698794643936,,,
"As soon as I get back home, I get hit with #HurricaneHelene 
Powers been out, cell towers knocked out. 
My house is okay, my farm is flooded outdoors. 
Most of what I do is inside anyway but a good bit got destroyed outside 😔",as soon as i get back home i get hit with hurricanehelene powers been out cell towers knocked out my house is okay my farm is flooded outdoors most of what i do is inside anyway but a good bit got destroyed outside 😔,1,1840136994963501126,Tweet,^ྀི 𝓢𝓸𝓻𝓬𝓮𝓻𝓮𝓼𝓼 𝓢𝓽𝓸𝓷𝓮𝓭 🜏,BlazedBr4t,"9/28/2024, 2:10:22 PM",4,0,0,7,141,0,en,No,hashtag,#HurricaneHelene,https://x.com/BlazedBr4t/status/1840136994963501126,,,
"Our County is running out of food, water, gas . Only 20 percent of us have power. It so devastating. I have never been in a Hurricane before except for #Hugo but it didn’t case this much devastation like it has with #hurricanehelene . They are doing air rescues in Asheville NC.",our county is running out of food water gas only 20 percent of us have power it so devastating i have never been in a hurricane before except for hugo but it didn’t case this much devastation like it has with hurricanehelene they are doing air rescues in asheville nc,1,1840104585106448671,Tweet,tammy,pinkladytm,"9/28/2024, 12:01:35 PM",0,2,0,6,853,0,en,No,hashtag,"#Hugo, #hurricanehelene",https://x.com/pinkladytm/status/1840104585106448671,,,
"I’m reading a lot of message threads here on Twitter where people are sharing information and advice re #HurricaneHelene aftermath and rescues
It was the same in Australia during our emergencies 
This site is at its best at times like this 
We really need it to function well",i’m reading a lot of message threads here on twitter where people are sharing information and advice re hurricanehelene aftermath and rescues it was the same in australia during our emergencies this site is at its best at times like this we really need it to function well,0,1839876048412082365,Tweet,Dr Sally 🐨🐨🖤,slsandpet,"9/27/2024, 8:53:27 PM",4,21,0,89,1229,0,en,No,hashtag,#HurricaneHelene,https://x.com/slsandpet/status/1839876048412082365,,,
Sorry if I am overloading your timelines with hurricane damage videos &amp; posts of people needing help. The rest world needs to see what’s happening and I hope someone can help all of these people 💔🙏 #HurricaneHelene,sorry if i am overloading your timelines with hurricane damage videos amp posts of people needing help the rest world needs to see what’s happening and i hope someone can help all of these people 💔🙏 hurricanehelene,0,1840128642904441124,Tweet,GirlsLoveBravo,GirlsLoveBravo,"9/28/2024, 1:37:11 PM",2,0,0,7,253,0,en,No,hashtag,#HurricaneHelene,https://x.com/GirlsLoveBravo/status/1840128642904441124,,,
#Breaking: the number of dead from #HurricaneHelene is now at 42.,breaking the number of dead from hurricanehelene is now at 42,0,1840054980750762255,Tweet,Jeff Vaughn,JeffVaughn,"9/28/2024, 8:44:28 AM",1,0,0,2,296,0,en,No,hashtag,"#Breaking, #HurricaneHelene",https://x.com/JeffVaughn/status/1840054980750762255,,,
"#MD Governor Wes Moore announcing he's sending 12 Army National Guard Soldiers, 2 helicopters, 3 firefighters w/ Helicopter Aquatic Rescue Team to #NorthCarolina to help with potential rescues. #HurricaneHelene.",md governor wes moore announcing hes sending 12 army national guard soldiers 2 helicopters 3 firefighters w helicopter aquatic rescue team to northcarolina to help with potential rescues hurricanehelene,0,1839860465280672201,Tweet,Susan Tran,susantran,"9/27/2024, 7:51:32 PM",1,1,1,5,1239,0,en,No,hashtag,"#MD, #NorthCarolina, #HurricaneHelene",https://x.com/susantran/status/1839860465280672201,,,
Our power is back on 🙌🏾🙏🏽 #HurricaneHelene,our power is back on 🙌🏾🙏🏽 hurricanehelene,1,1840076786366849133,Tweet,butterfly in the sky🦋,VK698,"9/28/2024, 10:11:07 AM",0,0,0,2,137,0,en,No,hashtag,#HurricaneHelene,https://x.com/VK698/status/1840076786366849133,,,
Valdosta residents: If you need supplies Head to Exit 39 in Adel. They have power. Walmart and all gas stations are open. #Helene #HurricaneHelene,valdosta residents if you need supplies head to exit 39 in adel they have power walmart and all gas stations are open helene hurricanehelene,0,1840005643253461423,Tweet,Its whatever,HellaOverIt,"9/28/2024, 5:28:25 AM",1,2,1,5,1037,0,en,No,hashtag,"#Helene, #HurricaneHelene",https://x.com/HellaOverIt/status/1840005643253461423,,,
power finally back on 🙌 I was in here burning tf up 😭 #hurricanehelene,power finally back on 🙌 i was in here burning tf up 😭 hurricanehelene,1,1839731528408150038,Tweet,❄️ 𝗧𝗘𝗥𝗜𝗖𝗔 ❄️,daughterofkali_,"9/27/2024, 11:19:11 AM",1,1,0,15,2370,0,en,No,hashtag,#hurricanehelene,https://x.com/daughterofkali_/status/1839731528408150038,,,
#Breaking: #HurricaneHelene is now being blamed for at least 26 deaths across the southeastern US. That number is expected to rise as the now tropical storm continues to batter the region with damaging winds and life-threatening flooding.,breaking hurricanehelene is now being blamed for at least 26 deaths across the southeastern us that number is expected to rise as the now tropical storm continues to batter the region with damaging winds and lifethreatening flooding,0,1839723030949573101,Tweet,Jeff Vaughn,JeffVaughn,"9/27/2024, 10:45:25 AM",0,2,0,2,423,1,en,No,hashtag,"#Breaking, #HurricaneHelene",https://x.com/JeffVaughn/status/1839723030949573101,,,
"Seeing the destruction of #HurricaneHelene the lives lost, entire towns wiped out, flooding, &amp; power outages, I have to ask is Long Island ready for the next time we are hit? 
@LIProgress @LongIslandPower @PSEGLI @Newsday @fred_thiele @CharlesLavineNY @SolagesNY @RepTomSuozzi",seeing the destruction of hurricanehelene the lives lost entire towns wiped out flooding amp power outages i have to ask is long island ready for the next time we are hit liprogress longislandpower psegli newsday fredthiele charleslavineny solagesny reptomsuozzi,0,1840116767856734513,Tweet,Joe Sackman,josephjsackman,"9/28/2024, 12:49:59 PM",2,0,2,3,406,0,en,No,hashtag,#HurricaneHelene,https://x.com/josephjsackman/status/1840116767856734513,,,
"Per TVA: The Nolichucky River has crested, and the dam remains intact. Water is currently receding by approximately one foot per hour.
#HurricaneHelene",per tva the nolichucky river has crested and the dam remains intact water is currently receding by approximately one foot per hour hurricanehelene,0,1840051770338226312,Tweet,🆂🅲🅾🆃🆃,RandomHeroWX,"9/28/2024, 8:31:43 AM",0,1,1,3,359,0,en,No,hashtag,#HurricaneHelene,https://x.com/RandomHeroWX/status/1840051770338226312,,,
"The devastation is catastrophic."" Lawrence Walker, @Unitedcajunnavy, live from Key Beach, Florida, on recovery efforts.  

Once again, where is President Biden? Why hasn't done a flyover or visited these locations? And why aren't journalists asking this Q?

#HurricaneHelene",the devastation is catastrophic lawrence walker unitedcajunnavy live from key beach florida on recovery efforts once again where is president biden why hasnt done a flyover or visited these locations and why arent journalists asking this q hurricanehelene,0,1840038622021480484,Tweet,Fash,gopfashionista,"9/28/2024, 7:39:28 AM",0,0,0,0,117,0,en,No,hashtag,#HurricaneHelene,https://x.com/gopfashionista/status/1840038622021480484,,,
Project 2025 would eliminate  aid for families and businesses to rebuild after extreme weather events (page 750). Vote accordingly. #HurricaneHelene #HarrisWalz24,project 2025 would eliminate aid for families and businesses to rebuild after extreme weather events page 750 vote accordingly hurricanehelene harriswalz24,0,1839857175671517374,Tweet,Race Bannon 🇺🇦 🏳️‍🌈 🌊 ✏,BannonRace,"9/27/2024, 7:38:28 PM",0,0,0,3,181,0,en,No,hashtag,"#HurricaneHelene, #HarrisWalz24",https://x.com/BannonRace/status/1839857175671517374,,,
"MIDNIGHT PASS REOPENED: #HurricaneHelene reopened Sarasota's Midnight Pass, reconnecting Little Sarasota Bay to the Gulf of Mexico. #flwx",midnight pass reopened hurricanehelene reopened sarasotas midnight pass reconnecting little sarasota bay to the gulf of mexico flwx,0,1839845290406277436,Tweet,🆂🅲🅾🆃🆃,RandomHeroWX,"9/27/2024, 6:51:14 PM",0,1,0,3,480,0,en,No,hashtag,"#HurricaneHelene, #flwx",https://x.com/RandomHeroWX/status/1839845290406277436,,,
"Has Florida Governor Ron DeSaster called @POTUS Biden to ask for his socialist disaster relief money yet?

#hurricanehelene",has florida governor ron desaster called potus biden to ask for his socialist disaster relief money yet hurricanehelene,0,1840114304126714170,Tweet,Jessica Rosengard,JRosengard,"9/28/2024, 12:40:12 PM",0,0,0,3,158,0,en,No,hashtag,#hurricanehelene,https://x.com/JRosengard/status/1840114304126714170,,,
"Anyone who has not been able to get in contact with a loved one in Unicoi County, TN is asked to call 423-560-0261. #HurricaneHelene",anyone who has not been able to get in contact with a loved one in unicoi county tn is asked to call 4235600261 hurricanehelene,0,1840162957772369954,Tweet,🆂🅲🅾🆃🆃,RandomHeroWX,"9/28/2024, 3:53:32 PM",1,1,0,1,274,0,en,No,hashtag,#HurricaneHelene,https://x.com/RandomHeroWX/status/1840162957772369954,,,
"NEW: California is deploying additional Urban Search &amp; Rescue resources to support #HurricaneHelene response

In coordination w/@FEMA, @Cal_OES is deploying 151 firefighters &amp; support personnel

The deployment has no impact on CA’s emergency response &amp; firefighting capabilities",new california is deploying additional urban search amp rescue resources to support hurricanehelene response in coordination wfema caloes is deploying 151 firefighters amp support personnel the deployment has no impact on ca’s emergency response amp firefighting capabilities,0,1839779626618663385,Tweet,Brandon Richards 🐻,BrandonRichards,"9/27/2024, 2:30:19 PM",0,4,0,17,840,1,en,No,hashtag,#HurricaneHelene,https://x.com/BrandonRichards/status/1839779626618663385,,,
"❤️ to the wonderful people of the beautiful Blue Ridge Mountain region of #NorthCarolina 

I have fond memories of driving along the parkway with my dad at the wheel on our great transcontinental road trip of the early 8O's.

#HurricaneHelene",❤️ to the wonderful people of the beautiful blue ridge mountain region of northcarolina i have fond memories of driving along the parkway with my dad at the wheel on our great transcontinental road trip of the early 8os hurricanehelene,0,1839777811999141899,Tweet,Dame Essie 🐝 Official 🇨🇦🌎❤️,sblogga,"9/27/2024, 2:23:06 PM",1,1,0,2,123,0,en,No,hashtag,"#NorthCarolina, #HurricaneHelene",https://x.com/sblogga/status/1839777811999141899,,,
Seen KeMo moms post😭 I cant use battery so this will be my only post. Its lookin like power will be off for possibly a few weeks😩 keep fighting for Kelly&amp;Sam. Ill be back when power is back. Thankful for all doing w/e they can to restore power #IStandWithKelly #HurricaneHelene,seen kemo moms post😭 i cant use battery so this will be my only post its lookin like power will be off for possibly a few weeks😩 keep fighting for kellyampsam ill be back when power is back thankful for all doing we they can to restore power istandwithkelly hurricanehelene,1,1840054127604142528,Tweet,Bryant #IStandWithKelly,Bryant1x,"9/28/2024, 8:41:05 AM",6,12,1,57,1280,0,en,No,hashtag,"#IStandWithKelly, #HurricaneHelene",https://x.com/Bryant1x/status/1840054127604142528,,,
"#OOC I did make it through #HurricaneHelene. Going on 32 hours with no power.  No wifi. Limited cell service. There is a lot of down trees and power lines near me, and flooding.",ooc i did make it through hurricanehelene going on 32 hours with no power no wifi limited cell service there is a lot of down trees and power lines near me and flooding,1,1840121274963546245,Tweet,Josie O'Connor Adams (Parody),DevotingDoc,"9/28/2024, 1:07:54 PM",6,0,0,3,332,0,en,No,hashtag,"#OOC, #HurricaneHelene",https://x.com/DevotingDoc/status/1840121274963546245,,,
